name,description,city,start_date,end_date

A,B,Belgrade,D,E
A,B,Sarajevo,D,E
A,B,New York City,D,E
A,B,Brussels,D,E
A,B,Ottawa,D,E
A,B,Berlin,D,E
A,B,Stuttgart,D,E
A,B,Dar es Salaam,D,E
A,B,Songea,D,E
A,B,Florence,D,E
A,B,Addis Abeba,D,E
A,B,Abidjan,D,E
A,B,Singapore,D,E
A,B,Damascus,D,E
A,B,Idlib,D,E
A,B,Aleppo,D,E
A,B,"Oslo, Norway",D,E
A,B,Bissau,D,E
A,B,Washington DC,D,E
A,B,"Newcastle upon Tyne",D,E
